"Incident ID","Region of Incident","Incident year","reported_month","Incident_date","Number of Dead","migration_route","location_of_death","Coordinates","cause_of_death","Region of Origin"
"2021.MMP0428","Southern Asia",2021,"June","19/06/21",1,"Afghanistan to Iran","Unspecified location in Yazd province, Iran","POINT (54.75878479 31.96625955)","Accidental death","Southern Asia"
"2021.MMP0429","Southern Asia",2021,"June","21/06/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0430","Southern Asia",2021,"June","22/06/21",1,"Afghanistan to Iran","Unspecified location in Urmia county, West Azerbaijan province, Iran","POINT (44.95937698 37.56427965)","Accidental death","Southern Asia"
"2021.MMP0431","Southern Asia",2021,"June","24/06/21",1,"Afghanistan to Iran","Unspecified location in Isfahan province, Iran","POINT (52.5058072 32.2537812)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0432","Southern Asia",2021,"June","26/06/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0583","Southern Asia",2021,"June","01/06/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0584","Southern Asia",2021,"June","01/06/21",1,"Afghanistan to Iran","Unspecified location in Ahvaz district, Khuzestan province, Iran","POINT (48.8702866 31.3350096)","Accidental death","Southern Asia"
"2021.MMP0585","Southern Asia",2021,"June","01/06/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0586","Southern Asia",2021,"June","01/06/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Accidental death","Southern Asia"
"2021.MMP0587","Southern Asia",2021,"June","02/06/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0588","Southern Asia",2021,"June","02/06/21",1,"Afghanistan to Iran","Unspecified location in Beheshti village, Isfahan province, Iran","POINT (51.44519483 34.03107046)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0589","Southern Asia",2021,"June","03/06/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0590","Southern Asia",2021,"June","04/06/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Violence","Southern Asia"
"2021.MMP0591","Southern Asia",2021,"June","05/06/21",1,"Afghanistan to Iran","Unspecified location in Manujan district, Kerman province, Iran","POINT (57.6697047 27.2865905)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0592","Southern Asia",2021,"June","05/06/21",1,"Afghanistan to Iran","Unspecified location in Manujan district, Kerman province, Iran","POINT (57.6697047 27.2865905)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0593","Southern Asia",2021,"June","05/06/21",1,"Afghanistan to Iran","Unspecified location between Lar and Shiraz cities, Fars province, Iran","POINT (53.33652472 28.72996721)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0594","Southern Asia",2021,"June","05/06/21",1,"Afghanistan to Iran","Unspecified location in Shiraz city, Shiraz county, Fars province, Iran","POINT (52.52233 29.677621)","Accidental death","Southern Asia"
"2021.MMP0595","Southern Asia",2021,"June","06/06/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Mixed or unknown","Southern Asia"
"2021.MMP0596","Southern Asia",2021,"June","06/06/21",1,"Afghanistan to Iran","Unspecified location in Bandar Bul Khair village, Bushehr province, Iran","POINT (51.100824 28.533616)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0597","Southern Asia",2021,"June","06/06/21",1,"Afghanistan to Iran","Unspecified location in Bandar Bul Khair village, Bushehr province, Iran","POINT (51.100824 28.533616)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0598","Southern Asia",2021,"June","09/06/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0599","Southern Asia",2021,"June","09/06/21",1,"Afghanistan to Iran","Unspecified location in Jiroft district, Kerman province, Iran","POINT (57.57054013 28.95046741)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0600","Southern Asia",2021,"June","10/06/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0601","Southern Asia",2021,"June","05/06/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Mixed or unknown","Southern Asia"
"2021.MMP0602","Southern Asia",2021,"June","10/06/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0603","Southern Asia",2021,"June","10/06/21",1,"Afghanistan to Iran","Unspecified location in Jiroft district, Kerman province, Iran","POINT (57.57054013 28.95046741)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0604","Southern Asia",2021,"June","11/06/21",1,"Afghanistan to Iran","Unspecified location in Mirjaveh district, Sistan & Baluchestan province, Iran","POINT (61.1628427 28.868884)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0605","Southern Asia",2021,"June","11/06/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0606","Southern Asia",2021,"June","12/06/21",1,"Afghanistan to Iran","Unspecified location in Shiraz, Fars province, Iran","POINT (52.51236196 29.63186286)","Violence","Southern Asia"
"2021.MMP0607","Southern Asia",2021,"June","13/06/21",1,"Afghanistan to Iran","Unspecified location in Bandar-e-Abbas county, Hormozgan Province, Iran","POINT (56.23307736 27.1892535)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0608","Southern Asia",2021,"June","14/06/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0609","Southern Asia",2021,"June","15/06/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Violence","Southern Asia"
"2021.MMP0610","Southern Asia",2021,"June","16/06/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0611","Southern Asia",2021,"June","17/06/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0612","Southern Asia",2021,"June","17/06/21",1,"Afghanistan to Iran","Unspecified location in Bushehr district, Bushehr province, Iran","POINT (50.92710097 28.91397523)","Violence","Southern Asia"
"2021.MMP0613","Southern Asia",2021,"June","19/06/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Accidental death","Southern Asia"
"2021.MMP0614","Southern Asia",2021,"June","20/06/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Violence","Southern Asia"
"2021.MMP0615","Southern Asia",2021,"June","24/06/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Violence","Southern Asia"
"2021.MMP0616","Southern Asia",2021,"June","24/06/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0617","Southern Asia",2021,"June","24/06/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0618","Southern Asia",2021,"June","24/06/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0619","Southern Asia",2021,"June","25/06/21",1,"Afghanistan to Iran","Unspecified location in Jiroft district, Kerman province, Iran","POINT (57.57054013 28.95046741)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0620","Southern Asia",2021,"June","25/06/21",1,"Afghanistan to Iran","Unspecified location in Bushehr district, Bushehr province, Iran","POINT (50.92710097 28.91397523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0621","Southern Asia",2021,"June","25/06/21",1,"Afghanistan to Iran","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","POINT (61.1960476 28.22983422)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0622","Southern Asia",2021,"June","28/06/21",1,"Afghanistan to Iran","Unspecified location in Zehak district, Sistan & Baluchestan province, Iran","POINT (61.68389773 30.89202146)","Accidental death","Southern Asia"
"2021.MMP0623","Southern Asia",2021,"June","29/06/21",1,"Afghanistan to Iran","Unspecified location in Meybod district, Yazd province, Iran","POINT (54.079164 32.213049)","Violence","Southern Asia"
"2021.MMP0624","Southern Asia",2021,"June","29/06/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0625","Southern Asia",2021,"June","30/06/21",1,"Afghanistan to Iran","Unspecified location in Chenaran district, Razavi Khorasan province, Iran","POINT (59.0964723 36.8127762)","Mixed or unknown","Southern Asia"
"2021.MMP0404","Southern Asia",2021,"March","06/03/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0405","Southern Asia",2021,"March","23/03/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0406","Southern Asia",2021,"March","23/03/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0407","Southern Asia",2021,"March","24/03/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0408","Southern Asia",2021,"March","25/03/21",1,"Afghanistan to Iran","Unspecified location in Shiraz province, Iran","POINT (52.4908618 29.5681684)","Violence","Southern Asia"
"2021.MMP0409","Southern Asia",2021,"March","25/03/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Violence","Southern Asia"
"2021.MMP0410","Southern Asia",2021,"March","29/03/21",1,"Afghanistan to Iran","Unspecified location in Urmia county, West Azerbaijan province, Iran","POINT (44.95937698 37.56427965)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0411","Southern Asia",2021,"March","30/03/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0492","Southern Asia",2021,"March","01/03/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0493","Southern Asia",2021,"March","01/03/21",1,"Afghanistan to Iran","Unspecified location in Rigan district, Kerman province, Iran","POINT (58.8606437 28.5056084)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0494","Southern Asia",2021,"March","01/03/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0495","Southern Asia",2021,"March","02/03/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0496","Southern Asia",2021,"March","02/03/21",1,"Afghanistan to Iran","Unspecified location in Bandar Abbas district, Hormozgan province, Iran","POINT (56.2781423 27.1793466)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0497","Southern Asia",2021,"March","05/03/21",1,"Afghanistan to Iran","Unspecified location in Bandar Abbas district, Hormozgan province, Iran","POINT (56.2781423 27.1793466)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0498","Southern Asia",2021,"March","07/03/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0499","Southern Asia",2021,"March","09/03/21",1,"Afghanistan to Iran","Unspecified location in Isfahan district, Isfahan province, Iran","POINT (52.5058072 32.2537812)","Violence","Southern Asia"
"2021.MMP0500","Southern Asia",2021,"March","10/03/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Violence","Southern Asia"
"2021.MMP0501","Southern Asia",2021,"March","10/03/21",1,"Afghanistan to Iran","Unspecified location in Chenaran district, Razavi Khorasan province, Iran","POINT (59.0964723 36.8127762)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0502","Southern Asia",2021,"March","11/03/21",1,"Afghanistan to Iran","Unspecified location in Jiroft district, Kerman province, Iran","POINT (57.57054013 28.95046741)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0503","Southern Asia",2021,"March","11/03/21",1,"Afghanistan to Iran","Unspecified location in Bandar Abbas district, Hormozgan province, Iran","POINT (56.2781423 27.1793466)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0504","Southern Asia",2021,"March","12/03/21",1,"Afghanistan to Iran","Unspecified location in Ganaveh district, Bushehr province, Iran","POINT (50.66559392 29.59303024)","Violence","Southern Asia"
"2021.MMP0505","Southern Asia",2021,"March","16/03/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0506","Southern Asia",2021,"March","16/03/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Violence","Southern Asia"
"2021.MMP0507","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Violence","Southern Asia"
"2021.MMP0508","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0509","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0510","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0511","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0512","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0513","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0514","Southern Asia",2021,"March","18/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0515","Southern Asia",2021,"March","19/03/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0516","Southern Asia",2021,"March","19/03/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0517","Southern Asia",2021,"March","21/03/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0518","Southern Asia",2021,"March","24/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Accidental death","Southern Asia"
"2021.MMP0519","Southern Asia",2021,"March","28/03/21",1,"Afghanistan to Iran","Unspecified location in Bandar-e-Abbas county, Hormozgan Province, Iran","POINT (56.23307736 27.1892535)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0520","Southern Asia",2021,"March","28/03/21",1,"Afghanistan to Iran","Unspecified location in Rudan district, Hormozgan province, Iran","POINT (57.1494704 27.5435505)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0521","Southern Asia",2021,"March","29/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0522","Southern Asia",2021,"March","30/03/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0523","Southern Asia",2021,"March","31/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0524","Southern Asia",2021,"March","31/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0525","Southern Asia",2021,"March","31/03/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0526","Southern Asia",2021,"March","31/03/21",1,"Afghanistan to Iran","Unspecified location in Shahr-e Babek district, Kerman province, Iran","POINT (54.9222443 30.2624)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0527","Southern Asia",2021,"March","31/03/21",1,"Afghanistan to Iran","Unspecified location in Yazd district, Yazd province, Iran","POINT (54.33057395 31.88472913)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0559","Southern Asia",2021,"May","02/05/21",1,"Afghanistan to Iran","Unspecified location in Isfahan district, Isfahan province, Iran","POINT (52.5058072 32.2537812)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0560","Southern Asia",2021,"May","02/05/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0562","Southern Asia",2021,"May","05/05/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0563","Southern Asia",2021,"May","06/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0565","Southern Asia",2021,"May","07/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0566","Southern Asia",2021,"May","09/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0567","Southern Asia",2021,"May","09/05/21",1,"Afghanistan to Iran","Unspecified location in Bushehr district, Bushehr province, Iran","POINT (50.92710097 28.91397523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0568","Southern Asia",2021,"May","10/05/21",1,"Afghanistan to Iran","Unspecified location in Isfahan district, Isfahan province, Iran","POINT (52.5058072 32.2537812)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0569","Southern Asia",2021,"May","14/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0570","Southern Asia",2021,"May","17/05/21",1,"Afghanistan to Iran","Unspecified location in Zehak district, Sistan & Baluchestan province, Iran","POINT (61.68389773 30.89202146)","Violence","Southern Asia"
"2021.MMP0571","Southern Asia",2021,"May","17/05/21",1,"Afghanistan to Iran","Unspecified location in Zehak district, Sistan & Baluchestan province, Iran","POINT (61.68389773 30.89202146)","Violence","Southern Asia"
"2021.MMP0572","Southern Asia",2021,"May","22/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0573","Southern Asia",2021,"May","23/05/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0574","Southern Asia",2021,"May","23/05/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0575","Southern Asia",2021,"May","23/05/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0576","Southern Asia",2021,"May","24/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0577","Southern Asia",2021,"May","24/05/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0578","Southern Asia",2021,"May","27/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0579","Southern Asia",2021,"May","27/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0580","Southern Asia",2021,"May","27/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0581","Southern Asia",2021,"May","28/05/21",1,"Afghanistan to Iran","Unspecified location in Gurak-e Sadat village, Bushehr province, Iran","POINT (51.04776985 28.94479556)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0582","Southern Asia",2021,"May","29/05/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0456","Southern Asia",2021,"November","22/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0458","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0459","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0460","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0461","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0462","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0463","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0464","Southern Asia",2021,"November","25/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0465","Southern Asia",2021,"November","30/11/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0783","Southern Asia",2021,"November","01/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0784","Southern Asia",2021,"November","01/11/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Mixed or unknown","Southern Asia"
"2021.MMP0785","Southern Asia",2021,"November","01/11/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0786","Southern Asia",2021,"November","02/11/21",1,"Afghanistan to Iran","Unspecified location in Yazd district, Yazd province, Iran","POINT (54.33057395 31.88472913)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0787","Southern Asia",2021,"November","02/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
