"Incident ID","Region of Incident","Incident year","reported_month","Incident_date","Number of Dead","migration_route","location_of_death","Coordinates","cause_of_death","Region of Origin"
"2021.MMP0788","Southern Asia",2021,"November","02/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0789","Southern Asia",2021,"November","02/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0790","Southern Asia",2021,"November","02/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0791","Southern Asia",2021,"November","03/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0792","Southern Asia",2021,"November","04/11/21",1,"Afghanistan to Iran","Unspecified location in Kalagan district, Sistan & Baluchestan province, Iran","POINT (62.75022748 27.50484485)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0793","Southern Asia",2021,"November","05/11/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0794","Southern Asia",2021,"November","05/11/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0795","Southern Asia",2021,"November","06/11/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Violence","Southern Asia"
"2021.MMP0796","Southern Asia",2021,"November","06/11/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Violence","Southern Asia"
"2021.MMP0797","Southern Asia",2021,"November","06/11/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Violence","Southern Asia"
"2021.MMP0798","Southern Asia",2021,"November","06/11/21",1,"Afghanistan to Iran","Unspecified location in Rafsanjan district, Kerman province, Iran","POINT (55.98242807 30.37780347)","Violence","Southern Asia"
"2021.MMP0799","Southern Asia",2021,"November","07/11/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0800","Southern Asia",2021,"November","07/11/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0801","Southern Asia",2021,"November","09/11/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0802","Southern Asia",2021,"November","10/11/21",1,"Afghanistan to Iran","Unspecified location between Lar and Shiraz cities, Fars district, Iran","POINT (53.33652472 28.72996721)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0803","Southern Asia",2021,"November","12/11/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0804","Southern Asia",2021,"November","13/11/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0805","Southern Asia",2021,"November","14/11/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0806","Southern Asia",2021,"November","14/11/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0807","Southern Asia",2021,"November","18/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0808","Southern Asia",2021,"November","19/11/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0809","Southern Asia",2021,"November","19/11/21",1,"Afghanistan to Iran","Unspecified location in Bandar Abbas district, Hormozgan province, Iran","POINT (56.2781423 27.1793466)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0810","Southern Asia",2021,"November","20/11/21",1,"Afghanistan to Iran","Unspecified location in Sirjan district, Kerman province, Iran","POINT (55.69568655 29.49140341)","Harsh environmental conditions / lack of adequate shelter, food, water","Southern Asia"
"2021.MMP0811","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Shiraz province, Iran","POINT (52.56665007 29.62014626)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0812","Southern Asia",2021,"November","24/11/21",1,"Afghanistan to Iran","Unspecified location in Borazjan, Bushehr province, Iran","POINT (51.2120597 29.2661428)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0813","Southern Asia",2021,"November","25/11/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0814","Southern Asia",2021,"November","25/11/21",1,"Afghanistan to Iran","Unspecified location in Yazd district, Yazd province, Iran","POINT (54.33057395 31.88472913)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0815","Southern Asia",2021,"November","26/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr city, Iranshahr county, Iran","POINT (60.6923812 27.20337126)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0816","Southern Asia",2021,"November","27/11/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0817","Southern Asia",2021,"November","29/11/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr city, Iranshahr county, Iran","POINT (60.6923812 27.20337126)","Accidental death","Southern Asia"
"2021.MMP0818","Southern Asia",2021,"November","30/11/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0843","Southern Asia",2021,"November","12/11/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0844","Southern Asia",2021,"November","25/11/21",1,"Afghanistan to Iran","Unspecified location in Rafsanjan district, Kerman province, Iran","POINT (56.00364259 30.30573986)","Accidental death","Southern Asia"
"2021.MMP0845","Southern Asia",2021,"November","25/11/21",1,"Afghanistan to Iran","Unspecified location in Rafsanjan district, Kerman province, Iran","POINT (56.00364259 30.30573986)","Accidental death","Southern Asia"
"2021.MMP00889","Southern Asia",2021,"October","07/10/21",2,"Afghanistan to Iran","Zaranj border station, Nimroz province, Afghanistan - at the border with Iran","POINT (61.82204193 30.96647402)","Violence","Southern Asia"
"2021.MMP0439","Southern Asia",2021,"October","06/10/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0440","Southern Asia",2021,"October","07/10/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0441","Southern Asia",2021,"October","07/10/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0442","Southern Asia",2021,"October","09/10/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0443","Southern Asia",2021,"October","14/10/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0444","Southern Asia",2021,"October","18/10/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0446","Southern Asia",2021,"October","19/10/21",1,"Afghanistan to Iran","Unspecified location in Qazvin province, Iran","POINT (49.87005574 36.07730236)","Violence","Southern Asia"
"2021.MMP0450","Southern Asia",2021,"October","27/10/21",1,"Afghanistan to Iran","Unspecified location in Urmia county, West Azerbaijan province, Iran","POINT (44.95937698 37.56427965)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0736","Southern Asia",2021,"October","01/10/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Violence","Southern Asia"
"2021.MMP0737","Southern Asia",2021,"October","01/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0738","Southern Asia",2021,"October","02/10/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0739","Southern Asia",2021,"October","02/10/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0740","Southern Asia",2021,"October","02/10/21",1,"Afghanistan to Iran","Unspecified location in Bushehr district, Bushehr province, Iran","POINT (50.92710097 28.91397523)","Violence","Southern Asia"
"2021.MMP0741","Southern Asia",2021,"October","03/10/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0742","Southern Asia",2021,"October","03/10/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0743","Southern Asia",2021,"October","05/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0744","Southern Asia",2021,"October","06/10/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.85646074 29.46808215)","Mixed or unknown","Southern Asia"
"2021.MMP0745","Southern Asia",2021,"October","07/10/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0746","Southern Asia",2021,"October","08/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0747","Southern Asia",2021,"October","09/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0748","Southern Asia",2021,"October","09/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0749","Southern Asia",2021,"October","09/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0750","Southern Asia",2021,"October","11/10/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0751","Southern Asia",2021,"October","15/10/21",1,"Afghanistan to Iran","Unspecified location in Isfahan district, Isfahan province, Iran","POINT (52.5058072 32.2537812)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0752","Southern Asia",2021,"October","15/10/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0753","Southern Asia",2021,"October","15/10/21",1,"Afghanistan to Iran","Unspecified location in Bushehr district, Bushehr province, Iran","POINT (50.92710097 28.91397523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0754","Southern Asia",2021,"October","17/10/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0755","Southern Asia",2021,"October","17/10/21",1,"Afghanistan to Iran","Unspecified location in Qom city, Qom province, Iran","POINT (50.96974925 34.78684104)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0756","Southern Asia",2021,"October","17/10/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0757","Southern Asia",2021,"October","18/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0758","Southern Asia",2021,"October","19/10/21",1,"Afghanistan to Iran","Unspecified location in Mazandaran province, Iran","POINT (52.06823445 36.47799718)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0759","Southern Asia",2021,"October","20/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0760","Southern Asia",2021,"October","20/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0761","Southern Asia",2021,"October","20/10/21",1,"Afghanistan to Iran","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","POINT (61.1960476 28.22983422)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0762","Southern Asia",2021,"October","21/10/21",1,"Afghanistan to Iran","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","POINT (61.1960476 28.22983422)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0763","Southern Asia",2021,"October","21/10/21",1,"Afghanistan to Iran","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","POINT (61.1960476 28.22983422)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0764","Southern Asia",2021,"October","22/10/21",1,"Afghanistan to Iran","Unspecified location in Bushehr district, Bushehr province, Iran","POINT (50.92710097 28.91397523)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0765","Southern Asia",2021,"October","23/10/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0766","Southern Asia",2021,"October","23/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0767","Southern Asia",2021,"October","23/10/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0768","Southern Asia",2021,"October","24/10/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0769","Southern Asia",2021,"October","24/10/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0770","Southern Asia",2021,"October","24/10/21",1,"Afghanistan to Iran","Unspecified location in Bushehr province, Iran","POINT (50.87978635 28.8980463)","Accidental death","Southern Asia"
"2021.MMP0771","Southern Asia",2021,"October","24/10/21",1,"Afghanistan to Iran","Unspecified location in Yazd district, Yazd province, Iran","POINT (54.33057395 31.88472913)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0772","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0773","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0774","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0775","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","POINT (61.1960476 28.22983422)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0776","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0777","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Khash district, Sistan & Baluchestan province, Iran","POINT (61.1960476 28.22983422)","Violence","Southern Asia"
"2021.MMP0778","Southern Asia",2021,"October","26/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0779","Southern Asia",2021,"October","27/10/21",1,"Afghanistan to Iran","Unspecified location in Sirjan district, Kerman province, Iran","POINT (55.67268392 29.47556374)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0780","Southern Asia",2021,"October","27/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0781","Southern Asia",2021,"October","28/10/21",1,"Afghanistan to Iran","Unspecified location in Kerman district, Kerman province, Iran","POINT (57.0662465 30.27629382)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0782","Southern Asia",2021,"October","28/10/21",1,"Afghanistan to Iran","Unspecified location in Bandar Abbas district, Hormozgan province, Iran","POINT (56.2781423 27.1793466)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0841","Southern Asia",2021,"October","15/10/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0842","Southern Asia",2021,"October","25/10/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Mixed or unknown","Southern Asia"
"2021.MMP0435","Southern Asia",2021,"September","12/09/21",1,"Afghanistan to Iran","Unspecified location in Isfahan province, Iran","POINT (52.5058072 32.2537812)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0436","Southern Asia",2021,"September","12/09/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0437","Southern Asia",2021,"September","14/09/21",1,"Afghanistan to Iran","Unspecified location in Yazd province, Iran","POINT (54.75878479 31.96625955)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0438","Southern Asia",2021,"September","14/09/21",1,"Afghanistan to Iran","Unspecified location in Tehran province, Iran","POINT (51.3896004 35.6892523)","Accidental death","Southern Asia"
"2021.MMP0693","Southern Asia",2021,"September","01/09/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0694","Southern Asia",2021,"September","02/09/21",1,"Afghanistan to Iran","Unspecified location in Jiroft district, Kerman province, Iran","POINT (57.57054013 28.95046741)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0695","Southern Asia",2021,"September","03/09/21",1,"Afghanistan to Iran","Unspecified location in Zahedan district, Sistan & Baluchestan province, Iran","POINT (60.86744515 29.47645121)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0696","Southern Asia",2021,"September","03/09/21",1,"Afghanistan to Iran","Unspecified location in Sirjan district, Kerman province, Iran","POINT (55.718003 29.424292)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0697","Southern Asia",2021,"September","04/09/21",1,"Afghanistan to Iran","Unspecified location in Sirjan district, Kerman province, Iran","POINT (55.718003 29.424292)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0698","Southern Asia",2021,"September","04/09/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0699","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Violence","Southern Asia"
"2021.MMP0700","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0701","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0702","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0703","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0704","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0705","Southern Asia",2021,"September","05/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0706","Southern Asia",2021,"September","06/09/21",1,"Afghanistan to Iran","Unspecified location in Bandar Abbas district, Hormozgan province, Iran","POINT (56.2781423 27.1793466)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0707","Southern Asia",2021,"September","06/09/21",1,"Afghanistan to Iran","Unspecified location in Iranshahr district, Sistan & Baluchestan province, Iran","POINT (60.68482798 27.21161534)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0708","Southern Asia",2021,"September","07/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0709","Southern Asia",2021,"September","07/09/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Sickness / lack of access to adequate healthcare","Southern Asia"
"2021.MMP0710","Southern Asia",2021,"September","07/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0711","Southern Asia",2021,"September","07/09/21",1,"Afghanistan to Iran","Unspecified location in Saravan district, Sistan & Baluchestan province, Iran","POINT (62.35316592 27.35022729)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0712","Southern Asia",2021,"September","07/09/21",1,"Afghanistan to Iran","Unspecified location in Bandar-e-Abbas county, Hormozgan Province, Iran","POINT (56.23307736 27.1892535)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0713","Southern Asia",2021,"September","07/09/21",1,"Afghanistan to Iran","Unspecified location in Sirjan district, Kerman province, Iran","POINT (55.66993734 29.47556374)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0714","Southern Asia",2021,"September","08/09/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0715","Southern Asia",2021,"September","08/09/21",1,"Afghanistan to Iran","Unspecified location in Kahnuj district, Kerman province, Iran","POINT (57.72427834 27.99566687)","Violence","Southern Asia"
"2021.MMP0716","Southern Asia",2021,"September","09/09/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0717","Southern Asia",2021,"September","09/09/21",1,"Afghanistan to Iran","Unspecified location in Quristan village, Bandar Abbas district, Hormozgan province, Iran","POINT (56.28251779 27.18681038)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0718","Southern Asia",2021,"September","10/09/21",1,"Afghanistan to Iran","Unspecified location in Shiraz district, Fars province, Iran","POINT (52.51236196 29.63186286)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0719","Southern Asia",2021,"September","10/09/21",1,"Afghanistan to Iran","Unspecified location in Jiroft district, Kerman province, iran","POINT (57.57054013 28.95046741)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0720","Southern Asia",2021,"September","11/09/21",1,"Afghanistan to Iran","Unspecified location in Zabol district, Sistan & Baluchestan province, Iran","POINT (61.50177317 31.05124289)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0721","Southern Asia",2021,"September","12/09/21",1,"Afghanistan to Iran","Unspecified location in Bam district, Kerman province, Iran","POINT (58.1782498 29.1403563)","Vehicle accident / death linked to hazardous transport","Southern Asia"
"2021.MMP0722","Southern Asia",2021,"September","12/09/21",1,"Afghanistan to Iran","Unspecified location in Bandar Lengeh district, Hormozgan province, Iran","POINT (54.89427137 26.57235228)","Accidental death","Southern Asia"
